name,online_order,book_table,rate,votes,phone,location,rest_type,dish_liked,cuisines,cost,listed_type,listed_city,price_segment,rating_category
Cream Stone,Yes,No,4.2,1023,"+91 8064568822
+91 8553666666",HSR,Dessert Parlor,"Nutella Brownie, Fruit Ice Cream, Ferrero Rocher Ice Cream, Chocolava, Hot Chocolate Fudge, Mango Ice Cream, Waffles","Desserts, Beverages",500,Delivery,Koramangala 4th Block,Medium,Excellent
Arya Hungry?,Yes,No,4.3,279,"+91 7899337350
+91 9538079486",Koramangala 7th Block,Quick Bites,"Chole, Kulcha, Mutton Curry, Paratha, Mint Raita, Chicken Curry, Dal Makhani",North Indian,450,Delivery,Koramangala 4th Block,Medium,Excellent
Mitran Da Junction,Yes,No,4.1,321,+91 8043717046,Koramangala 6th Block,Quick Bites,"Butter Chicken, Dal Makhani, Roti, Tangdi Kabab, Panneer Butter Masala",North Indian,600,Delivery,Koramangala 4th Block,Medium,Excellent
Cravy Wings,Yes,No,4.2,289,"080 26651666
+91 8095050528",Bannerghatta Road,Quick Bites,"Burgers, Chicken Popcorn, Peri Peri Chicken, Wings, Peri Peri Burger, Fries, Crunchy Veg Burger","American, Burger, Fast Food",400,Delivery,Koramangala 4th Block,Medium,Excellent
The Litti Company,Yes,No,3.7,34,+91 8340766542,HSR,"Takeaway, Delivery","Liti Chokha, Aloo Litti, Dal Halwa",Bihari,400,Delivery,Koramangala 4th Block,Medium,Good
Chai Galli,Yes,No,4.3,480,"+91 9108422723
080 5532224",Koramangala 5th Block,Cafe,"Tea, Chai, Margherita Pizza, Sandwiches, Corn Sandwich, Paneer Parantha, Brownie","Cafe, Tea, Street Food",450,Delivery,Koramangala 4th Block,Medium,Excellent
Grigliato,Yes,No,3.9,717,"080 25726660
080 65704412",HSR,Casual Dining,"Beer, Steak, Burgers, Fritters, Caramel Custard, Pasta Alfredo, Pizza","Italian, Chinese, Continental, Steak",1000,Delivery,Koramangala 4th Block,Premium,Good
Bamey's Restro Cafe,Yes,No,4.2,533,"080 41102071
+91 8892077730",Koramangala 5th Block,Casual Dining,"Momo Platter, Thali, Noodles, Chicken Sekuwa, Chicken Thukpa, Jhol Momos, Veg Momos","Chinese, Singaporean, Thai, Asian, Nepalese, Momos",600,Delivery,Koramangala 4th Block,Medium,Excellent
El Salver,Yes,Yes,3.9,74,+91 9916802277,BTM,Casual Dining,Fish Curry,"North Indian, Chinese, South Indian",900,Delivery,Koramangala 4th Block,Premium,Good
Fresh Pressery Cafe,Yes,No,4.1,138,080 41724989,Koramangala 5th Block,Cafe,"Salads, Chicken Sandwich, Brownie, Spaghetti, Arugula Salad, Cheesecake, Cheese Chilli Toast","Cafe, Healthy Food, Salad, Beverages, Desserts",1200,Delivery,Koramangala 4th Block,Premium,Excellent
Habibi Falafel,Yes,No,4.3,219,"+91 7022311777
+91 8041225899",Koramangala 1st Block,Quick Bites,"Baklava, Falafel Roll, Falafel Plate, Pita Bread, Mint Lemonade, Pita Pocket, Pomegranate Juice","Lebanese, Middle Eastern",300,Delivery,Koramangala 4th Block,Low,Excellent
Third Wave Coffee Roasters,No,No,4.4,1224,+91 7337684222,Koramangala 4th Block,Cafe,"Coffee, Hummus Platter, Granola Parfait, Hot Chocolate, Cappuccino, Waffles, Skillet Cookie","Cafe, Continental, Desserts",800,Delivery,Koramangala 4th Block,Premium,Excellent
Go Italia,Yes,No,4,779,"080 41515858
+91 9611639043",Koramangala 6th Block,Casual Dining,"Pizza, Pasta, Garlic Bread, Veg Burger, Wine, Minestrone Soup, Chocolate Cake","Italian, Pizza, Fast Food, Salad",750,Delivery,Koramangala 4th Block,Premium,Excellent
WOW! Momo,Yes,No,3.9,151,+91 7090603247,Koramangala 4th Block,Food Court,"Thukpa, Chocolate Momos, Schezwan Momos, Momos Burger, Burgers, Chicken Momo, Veg Momos","Tibetan, Momos",400,Delivery,Koramangala 4th Block,Medium,Good
Hotel Junior Kuppanna,Yes,No,3.1,266,+91 8041633030,HSR,Casual Dining,"Chicken Curry, Mutton Biryani, Paratha, Kothu Parotta, Mutton Fry, Pallipalayam Chicken, Chicken Biryani","Chettinad, South Indian",550,Delivery,Koramangala 4th Block,Medium,Good
Oh My Biryani,Yes,No,3.7,439,"+91 8197470002
+91 9108318302",HSR,"Takeaway, Delivery","Raita, Butter Chicken Biryani, Shahi Tukda, Gulab Jamun, Coconut Chicken, Mutton Biryani","Biryani, North Indian",550,Delivery,Koramangala 4th Block,Medium,Good
Goli Vada Pav No. 1,Yes,No,3.7,215,"+91 8040958282
+91 7829326741",Koramangala 5th Block,Quick Bites,"Cheese Vada Pav, Kulfi, Burgers, Tikki, Cheese Fingers, Schezwan Vada Pav",Street Food,200,Delivery,Koramangala 4th Block,Low,Good
Fillers,Yes,No,3.9,138,+91 9663577118,BTM,Quick Bites,"Pizza Parantha, Chai, Paratha, Fries, Cheese Maggi, Rajma Chawal","North Indian, Fast Food",300,Delivery,Koramangala 4th Block,Low,Good
Bakers Town,Yes,No,3.6,42,+91 7411103666,BTM,Cafe,"Fries, Pasta, Chicken Burger, Sandwich, Burgers, Monster Burger","Cafe, Continental, Fast Food",600,Delivery,Koramangala 4th Block,Medium,Good
1722 Urban Bistro,Yes,Yes,4.1,221,"080 43714030
+91 8151979797",Koramangala 5th Block,Casual Dining,"Burgers, Pasta, Pizza, Biryani, Veg Burger, Chicken Burger, Chicken Lollipop","North Indian, Chinese, Fast Food, Biryani",600,Delivery,Koramangala 4th Block,Medium,Excellent
Mani's Dum Biryani,Yes,No,3.9,374,"080 43006111
+91 9606441692",Koramangala 1st Block,Casual Dining,"Vegetable Biryani, Chicken Biryani, Raita, Chicken Kebab, Hyderabadi Biryani, Fish Biryani, Paneer Biryani",Biryani,750,Delivery,Koramangala 4th Block,Premium,Good
Cream Chemistry,Yes,No,4,229,+91 9916025496,Koramangala 5th Block,Dessert Parlor,"Rolls, Chocolate Icecreams, Red Velvet Ice Cream, Ice Cream Roll, Waffles","Ice Cream, Desserts",500,Delivery,Koramangala 4th Block,Medium,Excellent
Little Kolkata,Yes,No,3.9,97,"+91 7349514383
+91 9535415192",Ejipura,Quick Bites,"Chicken Curry, Fish, Thali, Rolls, Rasgulla, Chicken Biryani","Bengali, North Indian",500,Delivery,Koramangala 4th Block,Medium,Good
Friend's Cafe,Yes,No,3.9,554,+91 8884740361,Koramangala 7th Block,Quick Bites,"Coffee, Burgers, Pasta, Beef Steak, Chicken Lasagne, Salads, Sandwiches","Fast Food, American, Chinese",600,Delivery,Koramangala 4th Block,Medium,Good
Domino's Pizza,Yes,No,4,567,"080 25528888
18602100000",Koramangala 6th Block,Quick Bites,"Pizza, Barbeque Chicken","Pizza, Fast Food",400,Delivery,Koramangala 4th Block,Medium,Excellent
TRUE BLEU RESTO CAFE,Yes,No,4.2,71,080 42089171,HSR,Quick Bites,"Pizza, Bannoffee Pie, Mocktails, Pasta Alfredo, Burgers, Nachos, Veg Burger","Pizza, Burger, Sandwich, Coffee, Desserts, Continental, Salad, Asian",400,Delivery,Koramangala 4th Block,Medium,Excellent
GKT Biryani World,Yes,No,3.7,85,"+91 9611333704
+91 8884939137",HSR,Quick Bites,"Pizza, Chicken Biryani","Biryani, Italian, BBQ",350,Delivery,Koramangala 4th Block,Medium,Good
Bakingo,Yes,No,4,76,080 45128823,Koramangala 1st Block,Bakery,Coffee,"Bakery, Desserts",500,Delivery,Koramangala 4th Block,Medium,Excellent
Cucumber Town,Yes,No,4.2,310,"+91 8884566443
+91 8043365726",BTM,Delivery,"Appam, Chicken Biryani, Kizhi Biryani, Kuluki Sarbat, Panneer Butter Masala, Meen Pollichathu, Vellarikka Pattanam","Kerala, North Indian",600,Delivery,Koramangala 4th Block,Medium,Excellent
Snow'ora,Yes,Yes,4.3,342,"+91 8770233899
+91 9739700066",Koramangala 4th Block,Quick Bites,"Bingsu, Mocktails, Custard, Chocolate Oreo, Sandwiches, Brownie, Korean Ice Cream","Desserts, Ice Cream, Beverages",450,Delivery,Koramangala 4th Block,Medium,Excellent
Cake Dilim,Yes,No,3.7,91,"+91 9535677777
+91 9886774444",HSR,Bakery,Chocolate Cake,"Bakery, Desserts",400,Delivery,Koramangala 4th Block,Medium,Good
Blue Tokai Coffee Roasters,Yes,No,4,67,+91 9319970404,Koramangala 8th Block,Cafe,"Coffee, Potato Wedges","Cafe, Coffee",400,Delivery,Koramangala 4th Block,Medium,Excellent
The Sandwich Club,Yes,No,3.9,88,"+91 9980473809
+91 9902368896",HSR,Quick Bites,"Sandwiches, Fries, Sandwich, Pizza, Thick Shakes, Garlic Bread",Fast Food,250,Delivery,Koramangala 4th Block,Low,Good
Gam's Delicacy,Yes,Yes,4.2,325,"080 64555224
+91 9742818247",Koramangala 7th Block,Casual Dining,"Fish, Veg Thali, Bamboo Shoot Pork, Pork Fry, Kheer, Pork Thali, Clear Soup","North Indian, Chinese, Assamese",800,Delivery,Koramangala 4th Block,Premium,Excellent
Under The Hood,Yes,No,4,76,+91 7204841500,Koramangala 1st Block,Quick Bites,"Appam, Chicken Curry, Passion Fruit Juice, Crepe","Salad, Healthy Food, Street Food",300,Delivery,Koramangala 4th Block,Low,Excellent
Pasta Street,Yes,Yes,4.5,255,"080 43744445
080 43744446",Koramangala 4th Block,Casual Dining,"Pasta, Wine, Pizza, Lasagne, Cheesecake, Spinach Ravioli, Cocktails","Italian, Pizza, Salad",1300,Delivery,Koramangala 4th Block,Premium,Excellent
Juice Junction,Yes,No,3.9,69,080 40927571,Koramangala 5th Block,"Beverage Shop, Quick Bites","Sandwiches, Sandwich","Juices, Fast Food",150,Delivery,Koramangala 4th Block,Low,Good
Amour Fine Patisserie,Yes,Yes,4,85,+91 6364046298,HSR,"Cafe, Dessert Parlor","Macaroon, Cappuccino, Coffee, Pinacolada, Ferrero Rocher, Latte","Cafe, Desserts, Continental",500,Delivery,Koramangala 4th Block,Medium,Excellent
Biryani Miya,Yes,No,3.8,38,080 45128812,Koramangala 4th Block,Delivery,Biryani,"Biryani, North Indian",600,Delivery,Koramangala 4th Block,Medium,Good
Smoor,Yes,No,4.2,600,"080 22067901
+91 9902588030",Koramangala 7th Block,Dessert Parlor,"Sandwich, Cheesecake, Cup Cake, Hot Chocolate, Coffee, Macaroon, Mousse","Desserts, Beverages",900,Delivery,Koramangala 4th Block,Premium,Excellent
Punjabi Swag,Yes,No,3.9,688,"+91 9902920892
+91 9902820893",BTM,Casual Dining,"Lassi, Murgh Lababdar, Chaap, Makke Ki Roti, Butter Paneer, Patiala Paneer, Butter Chicken",North Indian,500,Delivery,Koramangala 4th Block,Medium,Good
EggFactor - Street House,Yes,No,4.2,62,+91 9902805592,HSR,Kiosk,"Omelette, Chicken Grill",Fast Food,200,Delivery,Koramangala 4th Block,Low,Excellent
Le Charcoal Xpress,Yes,No,4,164,"+91 9036300066
+91 9036300088",HSR,Quick Bites,"Pita Bread, Rolls, Shawarma Roll, Lebanese Shawarma, Chicken Grill, Barbeque Chicken","Arabian, BBQ, Rolls, Lebanese",500,Delivery,Koramangala 4th Block,Medium,Excellent
Toscano,Yes,Yes,4.5,717,"080 22067757
+91 7619320075",Koramangala 7th Block,Casual Dining,"Pizza, Pasta, Cocktails, Spinach Ravioli, Tiramisu, Panna Cotta, Wine","Italian, Salad",1500,Delivery,Koramangala 4th Block,Premium,Excellent
1000 B.C,Yes,No,3.2,49,+91 9620946663,Koramangala 5th Block,Quick Bites,"Shawarma, Sandwiches","Arabian, Sandwich, Rolls, Burger",300,Delivery,Koramangala 4th Block,Low,Good
Sweet Truth,Yes,No,4.2,50,+91 7710055553,Koramangala 8th Block,Delivery,"Cheesecake, Chocolate Fantasy, Chocolate Cake, Chocolate Decadence, Brownie, Red Velvet, Chocolava Cake","Bakery, Desserts",500,Delivery,Koramangala 4th Block,Medium,Excellent
Gelato Italiano,Yes,No,3.9,110,"+91 9036979391
+91 8904215780",Koramangala 5th Block,Dessert Parlor,"Gelato, Madagascar Chocolate, Belgian Chocolate, Waffle Cone, New York Cheesecake","Ice Cream, Bakery, Desserts",200,Delivery,Koramangala 4th Block,Low,Good
Dev's Gugababa,Yes,No,3.5,177,"+91 9731495358
+91 9880417284",BTM,Quick Bites,"Fish, Rasmalai, Doi Katla, Aalo Bhaja, Bhetki Paturi, Chicken Kasha, Aloo Posto","Bengali, North Indian, Chinese",500,Delivery,Koramangala 4th Block,Medium,Good
Meat And Eat,Yes,No,3.6,90,+91 8043009665,Koramangala 7th Block,Quick Bites,"Burgers, Fries, Chicken Wings, Popcorn, Chicken Grill","Fast Food, Burger",500,Delivery,Koramangala 4th Block,Medium,Good
Rock Stone Ice Cream Factory,Yes,No,4,131,"+91 8217517683
+91 9916997290",BTM,Dessert Parlor,"Icecream Cake, Brownie, Waffles, Chocolate Icecreams, Thick Shakes",Ice Cream,230,Delivery,Koramangala 4th Block,Low,Excellent
Frozen Bottle,Yes,No,4.1,187,+91 8123232385,HSR,Beverage Shop,"Dessert Jar, Berryblast, Cheesecake, Vanilla Ice Cream","Beverages, Desserts, Ice Cream",400,Delivery,Koramangala 4th Block,Medium,Excellent
Bun Town,Yes,No,4,205,080 26686499,BTM,"Cafe, Bakery","Tea, Chocolate Muffin, Veg Burger, Coffee, Burgers, Brownie, Donut","Cafe, Bakery",500,Delivery,Koramangala 4th Block,Medium,Excellent
All Shook Up!,Yes,No,3.9,77,"+91 7349535300
+91 9535066411",Domlur,"Dessert Parlor, Beverage Shop","Sandwiches, Mint Oreo Shake, Faluda, Brownie Shake, Cheese Sandwich, Ice-cream Shake, Chicken Sandwich","Desserts, Beverages",300,Delivery,Koramangala 4th Block,Low,Good
Ramji Chaiwale,Yes,No,3.9,122,080 49653336,Old Airport Road,Quick Bites,"Sandwiches, Maggi, Ginger Chai, Samosa, Ginger Tea, Kesar Chai, Masala Chai","Beverages, Fast Food",250,Delivery,Koramangala 4th Block,Low,Good
Salt - Indian Restaurant Bar & Grill,Yes,Yes,4.4,679,"+91 9341905059
+91 8838525638",Koramangala 7th Block,Casual Dining,"Dahi Kebab, Lamb, Mocktails, Lassi, Vegetable Biryani, Galauti Kebab, Mutton Biryani","North Indian, Mughlai, Biryani",1500,Delivery,Koramangala 4th Block,Premium,Excellent
Karahi Kitchen,Yes,No,4,165,080 49653156,Koramangala 5th Block,Delivery,Chicken Biryani,"Andhra, Biryani, Chinese",300,Delivery,Koramangala 4th Block,Low,Excellent
7 Plates,Yes,No,3.7,259,"+91 7406772227
+91 7406776667",Koramangala 5th Block,Casual Dining,"Butter Kulcha, Rolls, Brownie, Mutton Biryani, Butter Chicken, Shawarma, Rumali Roti","Mughlai, Fast Food",750,Delivery,Koramangala 4th Block,Premium,Good
The Bong Palate,Yes,No,3.8,63,"+91 6363053927
+91 9886076868",BTM,Quick Bites,"Mutton Kosha, Basanti Pulao, Fish Curry, Chicken Biryani","Bengali, North Indian, Chinese",300,Delivery,Koramangala 4th Block,Low,Good
The Shawarma Inc,Yes,No,3.4,95,"+91 9900012191
+91 9538550509",Koramangala 5th Block,Quick Bites,"Whole Meat Shawarma, Jumbo Shawarma, Spicy Shawarma, Momos","Arabian, Fast Food",200,Delivery,Koramangala 4th Block,Low,Good
Rajesh Restaurant,Yes,Yes,3.5,59,"+91 8095457454
+91 7090207707",HSR,Casual Dining,"Coffee, Thali","North Indian, Chinese, South Indian, Continental",700,Delivery,Koramangala 4th Block,Medium,Good
YORK St.,Yes,No,4.4,946,+91 7624945998,Koramangala 5th Block,Cafe,"Beef Steak, Custard, Burgers, Beef Stroganoff, Salad, Sandwich, Sandwiches","Cafe, European, Continental",900,Delivery,Koramangala 4th Block,Premium,Excellent
The Ganache Factory,Yes,No,4.1,41,+91 9632259860,Domlur,"Dessert Parlor, Bakery","Cheesecake, Key Lime Pie","Desserts, Bakery",400,Delivery,Koramangala 4th Block,Medium,Excellent
Brooks and Bonds Brewery,Yes,Yes,4.5,3944,"+91 8618472589
+91 7353535555",Koramangala 5th Block,"Casual Dining, Microbrewery","Beef Chilli, Salad, Cocktails, Pizza, Craft Beer, Mango Cider, Potato Wedges","Continental, Mediterranean, North Indian, Chinese, Finger Food",1600,Delivery,Koramangala 4th Block,Premium,Excellent
Zangos Grill,Yes,No,4,188,+91 7204067766,Koramangala 1st Block,Delivery,"Burgers, Pita Bread, Chicken Grill, French Fries, Peri Peri Chicken","BBQ, Fast Food",300,Delivery,Koramangala 4th Block,Low,Excellent
Cafe Coffee Day,Yes,No,3.4,34,"+91 9243601941
+91 9071381542",HSR,Cafe,"Coffee, Latte","Cafe, Fast Food",900,Delivery,Koramangala 4th Block,Premium,Good
The Wok Shop,Yes,No,4.1,270,"080 41510106
+91 9060355962",Koramangala 1st Block,Quick Bites,"Momos, Rice Noodles, Kung Pao Chicken, Noodle, Rice Bowl, Thai Green Curry, Chicken Dim Sum","Asian, Chinese, Momos, Fast Food, Indonesian, Korean",500,Delivery,Koramangala 4th Block,Medium,Excellent
Juice Junction Food Court,Yes,No,3.8,212,"+91 7406888368
+91 9880680378",HSR,Quick Bites,"Sandwiches, Maggi, Rolls, Chole Bhature, Ginger Tea, Paratha, Rava Masala Dosa","Juices, South Indian, Chinese, Fast Food",200,Delivery,Koramangala 4th Block,Low,Good
Peace Restaurant,Yes,No,3.9,660,"080 25500278
+91 7760574774",Koramangala 5th Block,Casual Dining,"Momos, Thukpa, Dumplings, Crispy Chilli Potatoes, Beef Shaptak Dry, Chicken Momo, Fruit Beer","Chinese, Tibetan",500,Delivery,Koramangala 4th Block,Medium,Good
Faasos,Yes,No,4,463,+91 7700020020,Koramangala 8th Block,Quick Bites,"Rolls, Bbq Chicken, Paneer Makhanwala, Jumbo Chicken Roll, Veggie Wrap, Sabudana Vada, Chicken Wrap","North Indian, Biryani, Fast Food",500,Delivery,Koramangala 4th Block,Medium,Excellent
Lazeez,Yes,No,3.2,909,"080 41460578
080 41104271",Koramangala 5th Block,Casual Dining,"Biryani, Rolls, Firni, Chicken Roll, Mutton Pasanda, Mutton Rezala, Phirni","North Indian, Mughlai, Biryani",600,Delivery,Koramangala 4th Block,Medium,Good
What's In A Name,Yes,Yes,4.1,1785,080 49652465,Koramangala 5th Block,Pub,"Cocktails, Chicken Nachos, Pizza, Peri Peri Fries, Hush Puppies, Beer, Tiramisu","Finger Food, Asian, European, Italian",1200,Delivery,Koramangala 4th Block,Premium,Excellent
Hunger Hitman,Yes,No,3.8,257,+91 9742458090,Koramangala,Delivery,"Halwa, Chicken Biryani, Butter Chicken, Kheer, Brownie Chocolate, Chilli Chicken, Raita","North Indian, Chinese",300,Delivery,Koramangala 4th Block,Low,Good
Chef Baker's,Yes,No,3.8,206,"+91 7406066615
+91 8880404444",HSR,"Bakery, Cafe","Burgers, Pizza, Peri Peri Chicken Burger, Sandwiches, Pasta, Sandwich, Potato Wedges","Continental, Cafe, Desserts, Italian, Bakery",600,Delivery,Koramangala 4th Block,Medium,Good
Biggies Burger 'n' More,Yes,No,3.8,209,"+91 8041103328
+91 9986123444",BTM,"Cafe, Quick Bites","Burgers, Fries, Hot Dog, Chicken Hotdog, Cuban Mojito, Cheese Burger, Grilled Burger","Cafe, Burger, Fast Food",400,Delivery,Koramangala 4th Block,Medium,Good
Shaap,Yes,No,3.6,207,080 41530004,Koramangala 5th Block,Casual Dining,"Appam, Kappa Biryani, Chicken Fry, Kallappam, Buttermilk, Beef Fry, Paratha","Kerala, Seafood",500,Delivery,Koramangala 4th Block,Medium,Good
Midnight Mania,Yes,No,4.1,724,080 43005560,Koramangala 6th Block,Delivery,"Paneer Tikka Pizza, Veggie Pizza, Chocolate Tart, Peri Peri Chicken Pizza, Pasta, Kit Kat Shake, Burgers","Pizza, Italian, Beverages",700,Delivery,Koramangala 4th Block,Medium,Excellent
Coffee Tea & More,Yes,No,4,63,+91 7402812288,Koramangala 5th Block,Quick Bites,"Ginger Tea, Filter Coffee, Sandwich, Poha, Waffles, Vada","Beverages, Sandwich",150,Delivery,Koramangala 4th Block,Low,Excellent
Petoo,Yes,No,3.9,59,080 43752124,Koramangala 4th Block,Quick Bites,"Gulab Jamun, Samosa, Paratha, Paneer Curry, Biryani, Chaat, Veg Cutlet","North Indian, South Indian",300,Delivery,Koramangala 4th Block,Low,Good
Wangs Kitchen,Yes,No,2.4,438,080 39253925,HSR,Casual Dining,"Chicken Lollipop, Spring Roll, Momos, Singapore Noodles, Chop Suey, Clear Soup, Sweet Corn Soup",Chinese,1000,Delivery,Koramangala 4th Block,Premium,Poor
Zeeshan,Yes,No,3.8,214,"080 40974055
080 41737866",Koramangala 7th Block,Casual Dining,"Rolls, Kathi Roll, Mutton Roll, Chicken Roll, Firni, Chicken Tikka, Bengali Style Biryani","North Indian, Kebab, Biryani, Rolls",700,Delivery,Koramangala 4th Block,Medium,Good
The Mylapore Cafe,Yes,No,4.1,121,080 41472414,HSR,Quick Bites,"Masala Dosa, Pongal, Filter Coffee, Tea, Idli","South Indian, Kerala",200,Delivery,Koramangala 4th Block,Low,Excellent
Kuttanadu,Yes,No,2.8,261,"080 42114333
+91 8095983146",HSR,Casual Dining,"Pothichoru, Kerala Parotta, Beef Fry, Vegetable Stew, Chicken Curry, Paratha, Biryani","Kerala, Chinese, Seafood, North Indian",700,Delivery,Koramangala 4th Block,Medium,Poor
Pabrai's Fresh & Naturelle Icecreams,Yes,No,4.3,324,+91 9535006187,HSR,Dessert Parlor,"Gur Ice Cream, Nolen Gurer Ice Cream, Pizza, Nolen Gur, Paan Ice Cream, Filter Coffee Ice Cream, Chocolate Hazelnut","Ice Cream, Desserts",180,Delivery,Koramangala 4th Block,Low,Excellent
Northam's Pizza.Pita,Yes,No,4.1,673,+91 8105711811,HSR,Quick Bites,"Exotic Garlic Bread, Spicy Falafel, Burgers, Pasta, Pita Pocket, Pita Pizza, Veggie Pizza","Italian, Pizza",450,Delivery,Koramangala 4th Block,Medium,Excellent
The Tandoori Chai,Yes,No,3.9,61,080 49585605,HSR,Quick Bites,"Tandoori Chai, Tea, Paratha, Samosa Chaat, Onion Pakoda, Raj Kachori","North Indian, Fast Food, Street Food, Beverages",400,Delivery,Koramangala 4th Block,Medium,Good
Srinidhi Sagar Deluxe,Yes,No,3.6,108,080 25354689,Domlur,Quick Bites,"Idli, Coffee, Masala Dosa, Fruit Juices, Vada, Thali, Manchurian","South Indian, North Indian, Chinese",40,Delivery,Koramangala 4th Block,Low,Good
The House Of Paratha,Yes,No,3.7,60,"080 25505318
+91 9886077960",Koramangala 5th Block,Quick Bites,Cheese Paratha,North Indian,200,Delivery,Koramangala 4th Block,Low,Good
Hatti Kaapi,Yes,No,3.9,237,"+91 8884247518
080 26622374",Koramangala 5th Block,Quick Bites,"Filter Coffee, Badam Milk, Idli, Hot Coffee, Samosa, Lemon Tea, Mini Idlis","South Indian, Beverages",200,Delivery,Koramangala 4th Block,Low,Good
The Yogisthaan Cafe,Yes,No,4.1,62,+91 7411160606,Koramangala 2nd Block,Cafe,"Paratha, Chai, Poha, Quinoa Burger","Cafe, Healthy Food, Salad, Beverages",600,Delivery,Koramangala 4th Block,Medium,Excellent
Desipun,Yes,Yes,4.2,344,+91 9108182190,Koramangala 5th Block,Casual Dining,"Paneer Tikka Masala, Buttermilk, Lassi, Soya Chaap, Aloo Paratha, Panneer Butter Masala, Stuffed Naan",North Indian,700,Delivery,Koramangala 4th Block,Medium,Excellent
Bangaliana,Yes,No,3.7,310,080 22582839,HSR,Casual Dining,"Dhokar Dalna, Chicken Curry, Mutton Curry, Mutton Kosha, Fish Curry, Mocha Chingri, Luchi",Bengali,600,Delivery,Koramangala 4th Block,Medium,Good
